"","param","lik"
"1",0.125,-1111.27097335432
"2",0.124410774410774,-1111.1070862335
"3",0.123821548821549,-1110.58125850867
"4",0.123232323232323,-1110.58355315163
"5",0.122643097643098,-1109.49300731626
"6",0.122053872053872,-1109.38573771114
"7",0.121464646464646,-1109.93969378947
"8",0.120875420875421,-1109.47932596987
"9",0.120286195286195,-1110.10061323469
"10",0.11969696969697,-1110.12294278851
"11",0.119107744107744,-1110.89148721796
"12",0.118518518518519,-1110.07325646958
"13",0.117929292929293,-1110.11214118348
"14",0.117340067340067,-1109.82582958643
"15",0.116750841750842,-1109.09680385369
"16",0.116161616161616,-1110.12406013688
"17",0.115572390572391,-1110.60025852843
"18",0.114983164983165,-1110.50658115824
"19",0.114393939393939,-1109.70250903906
"20",0.113804713804714,-1111.36556129074
"21",0.113215488215488,-1110.34129526729
"22",0.112626262626263,-1110.80719623226
"23",0.112037037037037,-1109.03138322515
"24",0.111447811447811,-1109.38999371275
"25",0.110858585858586,-1109.57291570672
"26",0.11026936026936,-1109.38966935552
"27",0.109680134680135,-1110.68286856973
"28",0.109090909090909,-1109.20514565186
"29",0.108501683501684,-1109.75663450984
"30",0.107912457912458,-1109.10475135897
"31",0.107323232323232,-1110.01942703487
"32",0.106734006734007,-1109.73205056151
"33",0.106144781144781,-1108.6155764441
"34",0.105555555555556,-1110.72781004935
"35",0.10496632996633,-1109.81659693538
"36",0.104377104377104,-1110.28762782849
"37",0.103787878787879,-1110.05848294707
"38",0.103198653198653,-1110.18613400078
"39",0.102609427609428,-1110.31394116048
"40",0.102020202020202,-1109.25216869447
"41",0.101430976430976,-1109.8914177791
"42",0.100841750841751,-1109.24376912682
"43",0.100252525252525,-1110.14700969523
"44",0.0996632996632997,-1109.64300320402
"45",0.0990740740740741,-1111.12420053224
"46",0.0984848484848485,-1109.61970143033
"47",0.0978956228956229,-1110.18907744982
"48",0.0973063973063973,-1109.37613689183
"49",0.0967171717171717,-1110.4067092449
"50",0.0961279461279461,-1109.84645600804
"51",0.0955387205387205,-1108.87918507968
"52",0.094949494949495,-1109.98171469051
"53",0.0943602693602694,-1109.05144944805
"54",0.0937710437710438,-1109.55218515495
"55",0.0931818181818182,-1108.88563185688
"56",0.0925925925925926,-1109.82756597495
"57",0.092003367003367,-1109.0597421655
"58",0.0914141414141414,-1109.39540882558
"59",0.0908249158249158,-1110.10292808486
"60",0.0902356902356902,-1109.47660261927
"61",0.0896464646464646,-1109.78325061471
"62",0.0890572390572391,-1110.85765144982
"63",0.0884680134680135,-1108.90588805783
"64",0.0878787878787879,-1109.87708803002
"65",0.0872895622895623,-1109.29570603823
"66",0.0867003367003367,-1109.21122151231
"67",0.0861111111111111,-1110.04445715922
"68",0.0855218855218855,-1109.2323599118
"69",0.0849326599326599,-1110.3487614207
"70",0.0843434343434343,-1109.55031892041
"71",0.0837542087542087,-1109.93740408141
"72",0.0831649831649832,-1110.23535138081
"73",0.0825757575757576,-1109.85870434901
"74",0.081986531986532,-1110.05300344749
"75",0.0813973063973064,-1109.30267746827
"76",0.0808080808080808,-1108.85038633712
"77",0.0802188552188552,-1109.49608569655
"78",0.0796296296296296,-1109.58626002379
"79",0.079040404040404,-1109.1325035073
"80",0.0784511784511785,-1110.16107086683
"81",0.0778619528619529,-1109.55501828196
"82",0.0772727272727273,-1110.2226961457
"83",0.0766835016835017,-1108.83117330583
"84",0.0760942760942761,-1108.66813642327
"85",0.0755050505050505,-1108.87241027482
"86",0.0749158249158249,-1110.1875318639
"87",0.0743265993265993,-1109.78283026057
"88",0.0737373737373737,-1109.97237098913
"89",0.0731481481481482,-1109.47329429879
"90",0.0725589225589226,-1109.34179598353
"91",0.071969696969697,-1109.61241551594
"92",0.0713804713804714,-1109.39474631473
"93",0.0707912457912458,-1109.09134729191
"94",0.0702020202020202,-1108.7966406289
"95",0.0696127946127946,-1108.71249448272
"96",0.069023569023569,-1109.43347114544
"97",0.0684343434343434,-1108.86456089674
"98",0.0678451178451178,-1109.50738836101
"99",0.0672558922558923,-1109.02162127523
"100",0.0666666666666667,-1110.38244248989
