"","iso_code","continent","location","date","total_cases","new_cases","total_deaths","new_deaths","total_cases_per_million","new_cases_per_million","total_deaths_per_million","new_deaths_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","pos_rate","tDay-7","pDay-7","tDay-6","pDay-6","tDay-5","pDay-5","tDay-4","pDay-4","tDay-3","pDay-3","tDay-2","pDay-2","tDay-1","pDay-1"
"90","AUS","Oceania","Australia","2020-03-29",3809,431,14,1,149.373,16.902,0.549,0.039,211261,9743.57142857142,8.285,NA,9744,0.382,"tests performed",71.3,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.0442342936734844,224,0.00156582037803378,611,0.0627080126090463,114,0.0117000219925226,600,0.0615790631185396,376,0.0385895462209516,367,0.0376658602741734,212,0.0217579356352174
"91","AUS","Oceania","Australia","2020-03-30",4093,284,16,2,160.511,11.137,0.627,0.078,223531.428571429,12270.4285714286,NA,NA,10105,0.396,"tests performed",71.3,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.0231450758501857,611,0.0627080126090463,114,0.0117000219925226,600,0.0615790631185396,376,0.0385895462209516,367,0.0376658602741734,212,0.0217579356352174,431,0.0442342936734844
"92","AUS","Oceania","Australia","2020-03-31",4557,464,19,3,178.707,18.196,0.745,0.118,235801.857142857,12270.4285714286,NA,NA,10466,0.41,"tests performed",71.3,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.0378144901214302,114,0.0117000219925226,600,0.0615790631185396,376,0.0385895462209516,367,0.0376658602741734,212,0.0217579356352174,431,0.0442342936734844,284,0.0231450758501857
"93","AUS","Oceania","Australia","2020-04-01",4707,150,20,1,184.589,5.882,0.784,0.039,248072.285714286,12270.4285714286,NA,NA,10827,0.425,"tests performed",71.3,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.0122245118927037,600,0.0615790631185396,376,0.0385895462209516,367,0.0376658602741734,212,0.0217579356352174,431,0.0442342936734844,284,0.0231450758501857,464,0.0378144901214302
"94","AUS","Oceania","Australia","2020-04-02",4976,269,21,1,195.138,10.549,0.824,0.039,260342.714285714,12270.4285714286,NA,NA,11187,0.439,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.0219226246609153,376,0.0385895462209516,367,0.0376658602741734,212,0.0217579356352174,431,0.0442342936734844,284,0.0231450758501857,464,0.0378144901214302,150,0.0122245118927037
"95","AUS","Oceania","Australia","2020-04-03",5224,248,23,2,204.864,9.726,0.902,0.078,272613.142857143,12270.4285714286,NA,NA,11548,0.453,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.0202111929959368,367,0.0376658602741734,212,0.0217579356352174,431,0.0442342936734844,284,0.0231450758501857,464,0.0378144901214302,150,0.0122245118927037,269,0.0219226246609153
"96","AUS","Oceania","Australia","2020-04-04",5548,324,30,7,217.57,12.706,1.176,0.275,284883.571428571,12270.4285714286,NA,NA,11909,0.467,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.02640494568824,212,0.0217579356352174,431,0.0442342936734844,284,0.0231450758501857,464,0.0378144901214302,150,0.0122245118927037,269,0.0219226246609153,248,0.0202111929959368
"97","AUS","Oceania","Australia","2020-04-05",5687,139,34,4,223.021,5.451,1.333,0.157,297154,12270.4285714286,11.653,NA,12270,0.481,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.0113280476872388,431,0.0442342936734844,284,0.0231450758501857,464,0.0378144901214302,150,0.0122245118927037,269,0.0219226246609153,248,0.0202111929959368,324,0.02640494568824
"98","AUS","Oceania","Australia","2020-04-06",5744,57,36,2,225.256,2.235,1.412,0.078,302663,5509,11.869,0.216,11305,0.443,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.0103467053911781,284,0.0231450758501857,464,0.0378144901214302,150,0.0122245118927037,269,0.0219226246609153,248,0.0202111929959368,324,0.02640494568824,139,0.0113280476872388
"99","AUS","Oceania","Australia","2020-04-07",5844,100,42,6,229.178,3.922,1.647,0.235,310700,8037,12.184,0.315,10700,0.42,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.0124424536518601,464,0.0378144901214302,150,0.0122245118927037,269,0.0219226246609153,248,0.0202111929959368,324,0.02640494568824,139,0.0113280476872388,57,0.0103467053911781
"100","AUS","Oceania","Australia","2020-04-08",5956,112,45,3,233.57,4.392,1.765,0.118,319368,8668,12.524,0.34,10185,0.399,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.012921089063221,150,0.0122245118927037,269,0.0219226246609153,248,0.0202111929959368,324,0.02640494568824,139,0.0113280476872388,57,0.0103467053911781,100,0.0124424536518601
"101","AUS","Oceania","Australia","2020-04-09",6052,96,50,5,237.334,3.765,1.961,0.196,330134,10766,12.946,0.422,9970,0.391,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00891696080252647,269,0.0219226246609153,248,0.0202111929959368,324,0.02640494568824,139,0.0113280476872388,57,0.0103467053911781,100,0.0124424536518601,112,0.012921089063221
"102","AUS","Oceania","Australia","2020-04-10",6152,100,52,2,241.256,3.922,2.039,0.078,338346,8212,13.269,0.322,9390,0.368,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.0121773015099854,248,0.0202111929959368,324,0.02640494568824,139,0.0113280476872388,57,0.0103467053911781,100,0.0124424536518601,112,0.012921089063221,96,0.00891696080252647
"103","AUS","Oceania","Australia","2020-04-11",6238,86,54,2,244.629,3.373,2.118,0.078,347847,9501,13.641,0.373,8995,0.353,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00905167877065572,324,0.02640494568824,139,0.0113280476872388,57,0.0103467053911781,100,0.0124424536518601,112,0.012921089063221,96,0.00891696080252647,100,0.0121773015099854
"104","AUS","Oceania","Australia","2020-04-12",6289,51,57,3,246.629,2,2.235,0.118,353941,6094,13.88,0.239,8112,0.318,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00836888743025927,139,0.0113280476872388,57,0.0103467053911781,100,0.0124424536518601,112,0.012921089063221,96,0.00891696080252647,100,0.0121773015099854,86,0.00905167877065572
"105","AUS","Oceania","Australia","2020-04-13",6322,33,61,4,247.923,1.294,2.392,0.157,362136,8195,14.201,0.321,8496,0.333,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00402684563758389,57,0.0103467053911781,100,0.0124424536518601,112,0.012921089063221,96,0.00891696080252647,100,0.0121773015099854,86,0.00905167877065572,51,0.00836888743025927
"106","AUS","Oceania","Australia","2020-04-14",6366,44,61,0,249.648,1.725,2.392,0,366493,4357,14.372,0.171,7970,0.313,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.0100986917603856,100,0.0124424536518601,112,0.012921089063221,96,0.00891696080252647,100,0.0121773015099854,86,0.00905167877065572,51,0.00836888743025927,33,0.00402684563758389
"107","AUS","Oceania","Australia","2020-04-15",6416,50,61,0,251.609,1.961,2.392,0,371377,4884,14.564,0.192,7430,0.291,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.0102375102375102,112,0.012921089063221,96,0.00891696080252647,100,0.0121773015099854,86,0.00905167877065572,51,0.00836888743025927,33,0.00402684563758389,44,0.0100986917603856
"108","AUS","Oceania","Australia","2020-04-16",6458,42,63,2,253.256,1.647,2.471,0.078,380003,8626,14.902,0.338,7124,0.279,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00486900069557153,96,0.00891696080252647,100,0.0121773015099854,86,0.00905167877065572,51,0.00836888743025927,33,0.00402684563758389,44,0.0100986917603856,50,0.0102375102375102
"109","AUS","Oceania","Australia","2020-04-17",6497,39,63,0,254.786,1.529,2.471,0,391530,11527,15.354,0.452,7598,0.298,"tests performed",75.93,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00338336080506637,100,0.0121773015099854,86,0.00905167877065572,51,0.00836888743025927,33,0.00402684563758389,44,0.0100986917603856,50,0.0102375102375102,42,0.00486900069557153
"110","AUS","Oceania","Australia","2020-04-18",6533,36,67,4,256.197,1.412,2.627,0.157,406510,14980,15.942,0.587,8380,0.329,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00240320427236315,86,0.00905167877065572,51,0.00836888743025927,33,0.00402684563758389,44,0.0100986917603856,50,0.0102375102375102,42,0.00486900069557153,39,0.00338336080506637
"111","AUS","Oceania","Australia","2020-04-19",6586,53,69,2,258.276,2.078,2.706,0.078,420996,14486,16.51,0.568,9579,0.376,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00365870495650973,51,0.00836888743025927,33,0.00402684563758389,44,0.0100986917603856,50,0.0102375102375102,42,0.00486900069557153,39,0.00338336080506637,36,0.00240320427236315
"112","AUS","Oceania","Australia","2020-04-20",6612,26,70,1,259.295,1.02,2.745,0.039,431734,10738,16.931,0.421,9943,0.39,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00242130750605327,33,0.00402684563758389,44,0.0100986917603856,50,0.0102375102375102,42,0.00486900069557153,39,0.00338336080506637,36,0.00240320427236315,53,0.00365870495650973
"113","AUS","Oceania","Australia","2020-04-21",6625,13,71,1,259.805,0.51,2.784,0.039,439842,8108,17.249,0.318,10478,0.411,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00160335471139615,44,0.0100986917603856,50,0.0102375102375102,42,0.00486900069557153,39,0.00338336080506637,36,0.00240320427236315,53,0.00365870495650973,26,0.00242130750605327
"114","AUS","Oceania","Australia","2020-04-22",6647,22,74,3,260.668,0.863,2.902,0.118,452441,12599,17.743,0.494,11581,0.454,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00174617033097865,50,0.0102375102375102,42,0.00486900069557153,39,0.00338336080506637,36,0.00240320427236315,53,0.00365870495650973,26,0.00242130750605327,13,0.00160335471139615
"115","AUS","Oceania","Australia","2020-04-23",6654,7,74,0,260.942,0.275,2.902,0,466659,14218,18.3,0.558,12379,0.485,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000492333661555774,42,0.00486900069557153,39,0.00338336080506637,36,0.00240320427236315,53,0.00365870495650973,26,0.00242130750605327,13,0.00160335471139615,22,0.00174617033097865
"116","AUS","Oceania","Australia","2020-04-24",6667,13,75,1,261.452,0.51,2.941,0.039,482370,15711,18.917,0.616,12977,0.509,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000827445738654446,39,0.00338336080506637,36,0.00240320427236315,53,0.00365870495650973,26,0.00242130750605327,13,0.00160335471139615,22,0.00174617033097865,7,0.000492333661555774
"117","AUS","Oceania","Australia","2020-04-25",6687,20,79,4,262.237,0.784,3.098,0.157,494257,11887,19.383,0.466,12535,0.492,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00168251030537562,36,0.00240320427236315,53,0.00365870495650973,26,0.00242130750605327,13,0.00160335471139615,22,0.00174617033097865,7,0.000492333661555774,13,0.000827445738654446
"118","AUS","Oceania","Australia","2020-04-26",6703,16,81,2,262.864,0.627,3.176,0.078,506449,12192,19.861,0.478,12208,0.479,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00131233595800525,53,0.00365870495650973,26,0.00242130750605327,13,0.00160335471139615,22,0.00174617033097865,7,0.000492333661555774,13,0.000827445738654446,20,0.00168251030537562
"119","AUS","Oceania","Australia","2020-04-27",6713,10,83,2,263.256,0.392,3.255,0.078,517063,10614,20.277,0.416,12190,0.478,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000942151874882231,26,0.00242130750605327,13,0.00160335471139615,22,0.00174617033097865,7,0.000492333661555774,13,0.000827445738654446,20,0.00168251030537562,16,0.00131233595800525
"120","AUS","Oceania","Australia","2020-04-28",6725,12,84,1,263.727,0.471,3.294,0.039,530679,13616,20.811,0.534,12977,0.509,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000881316098707403,13,0.00160335471139615,22,0.00174617033097865,7,0.000492333661555774,13,0.000827445738654446,20,0.00168251030537562,16,0.00131233595800525,10,0.000942151874882231
"121","AUS","Oceania","Australia","2020-04-29",6738,13,88,4,264.237,0.51,3.451,0.157,544410,13731,21.35,0.538,13138,0.515,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00094676279950477,22,0.00174617033097865,7,0.000492333661555774,13,0.000827445738654446,20,0.00168251030537562,16,0.00131233595800525,10,0.000942151874882231,12,0.000881316098707403
"122","AUS","Oceania","Australia","2020-04-30",6746,8,90,2,264.55,0.314,3.529,0.078,563641,19231,22.104,0.754,13855,0.543,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000415995008059903,7,0.000492333661555774,13,0.000827445738654446,20,0.00168251030537562,16,0.00131233595800525,10,0.000942151874882231,12,0.000881316098707403,13,0.00094676279950477
"123","AUS","Oceania","Australia","2020-05-01",6762,16,92,2,265.178,0.627,3.608,0.078,588868,25227,23.093,0.989,15214,0.597,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000634241090894676,13,0.000827445738654446,20,0.00168251030537562,16,0.00131233595800525,10,0.000942151874882231,12,0.000881316098707403,13,0.00094676279950477,8,0.000415995008059903
"124","AUS","Oceania","Australia","2020-05-02",6767,5,93,1,265.374,0.196,3.647,0.039,611583,22715,23.984,0.891,16761,0.657,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000220118864186661,20,0.00168251030537562,16,0.00131233595800525,10,0.000942151874882231,12,0.000881316098707403,13,0.00094676279950477,8,0.000415995008059903,16,0.000634241090894676
"125","AUS","Oceania","Australia","2020-05-03",6783,16,93,0,266.001,0.627,3.647,0,633107,21524,24.828,0.844,18094,0.71,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000743356253484482,16,0.00131233595800525,10,0.000942151874882231,12,0.000881316098707403,13,0.00094676279950477,8,0.000415995008059903,16,0.000634241090894676,5,0.000220118864186661
"126","AUS","Oceania","Australia","2020-05-04",6801,18,95,2,266.707,0.706,3.726,0.078,650214,17107,25.499,0.671,19022,0.746,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.0010522008534518,10,0.000942151874882231,12,0.000881316098707403,13,0.00094676279950477,8,0.000415995008059903,16,0.000634241090894676,5,0.000220118864186661,16,0.000743356253484482
"127","AUS","Oceania","Australia","2020-05-05",6825,24,95,0,267.648,0.941,3.726,0,664756,14542,26.069,0.57,19154,0.751,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00165039196809242,12,0.000881316098707403,13,0.00094676279950477,8,0.000415995008059903,16,0.000634241090894676,5,0.000220118864186661,16,0.000743356253484482,18,0.0010522008534518
"128","AUS","Oceania","Australia","2020-05-06",6849,24,96,1,268.589,0.941,3.765,0.039,688656,23900,27.006,0.937,20607,0.808,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00100418410041841,13,0.00094676279950477,8,0.000415995008059903,16,0.000634241090894676,5,0.000220118864186661,16,0.000743356253484482,18,0.0010522008534518,24,0.00165039196809242
"129","AUS","Oceania","Australia","2020-05-07",6875,26,97,1,269.609,1.02,3.804,0.039,722549,33893,28.335,1.329,22701,0.89,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000767120054288496,8,0.000415995008059903,16,0.000634241090894676,5,0.000220118864186661,16,0.000743356253484482,18,0.0010522008534518,24,0.00165039196809242,24,0.00100418410041841
"130","AUS","Oceania","Australia","2020-05-08",6896,21,97,0,270.433,0.824,3.804,0,757250,34701,29.696,1.361,24055,0.943,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000605169879830552,16,0.000634241090894676,5,0.000220118864186661,16,0.000743356253484482,18,0.0010522008534518,24,0.00165039196809242,24,0.00100418410041841,26,0.000767120054288496
"131","AUS","Oceania","Australia","2020-05-09",6914,18,97,0,271.139,0.706,3.804,0,795456,38206,31.194,1.498,26268,1.03,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000471130188975554,5,0.000220118864186661,16,0.000743356253484482,18,0.0010522008534518,24,0.00165039196809242,24,0.00100418410041841,26,0.000767120054288496,21,0.000605169879830552
"132","AUS","Oceania","Australia","2020-05-10",6929,15,97,0,271.727,0.588,3.804,0,827872,32416,32.466,1.271,27824,1.091,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000462734452122409,16,0.000743356253484482,18,0.0010522008534518,24,0.00165039196809242,24,0.00100418410041841,26,0.000767120054288496,21,0.000605169879830552,18,0.000471130188975554
"133","AUS","Oceania","Australia","2020-05-11",6941,12,97,0,272.197,0.471,3.804,0,855119,27247,33.534,1.069,29272,1.148,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000440415458582596,18,0.0010522008534518,24,0.00165039196809242,24,0.00100418410041841,26,0.000767120054288496,21,0.000605169879830552,18,0.000471130188975554,15,0.000462734452122409
"134","AUS","Oceania","Australia","2020-05-12",6948,7,97,0,272.472,0.275,3.804,0,877927,22808,34.429,0.894,30453,1.194,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00030690985619081,24,0.00165039196809242,24,0.00100418410041841,26,0.000767120054288496,21,0.000605169879830552,18,0.000471130188975554,15,0.000462734452122409,12,0.000440415458582596
"135","AUS","Oceania","Australia","2020-05-13",6964,16,97,0,273.099,0.627,3.804,0,909025,31098,35.648,1.22,31481,1.235,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000514502540356293,24,0.00100418410041841,26,0.000767120054288496,21,0.000605169879830552,18,0.000471130188975554,15,0.000462734452122409,12,0.000440415458582596,7,0.00030690985619081
"136","AUS","Oceania","Australia","2020-05-14",6975,11,98,1,273.531,0.431,3.843,0.039,943480,34455,36.999,1.351,31562,1.238,"tests performed",72.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000319257001886519,26,0.000767120054288496,21,0.000605169879830552,18,0.000471130188975554,15,0.000462734452122409,12,0.000440415458582596,7,0.00030690985619081,16,0.000514502540356293
"137","AUS","Oceania","Australia","2020-05-15",6989,14,98,0,274.08,0.549,3.843,0,983816,40336,38.581,1.582,32367,1.269,"tests performed",68.52,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000347084490281634,21,0.000605169879830552,18,0.000471130188975554,15,0.000462734452122409,12,0.000440415458582596,7,0.00030690985619081,16,0.000514502540356293,11,0.000319257001886519
"138","AUS","Oceania","Australia","2020-05-16",7019,30,98,0,275.256,1.176,3.843,0,1015652,31836,39.83,1.248,31457,1.234,"tests performed",67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000942329438371655,18,0.000471130188975554,15,0.000462734452122409,12,0.000440415458582596,7,0.00030690985619081,16,0.000514502540356293,11,0.000319257001886519,14,0.000347084490281634
"139","AUS","Oceania","Australia","2020-05-17",7036,17,98,0,275.923,0.667,3.843,0,1042126,26474,40.868,1.038,30608,1.2,"tests performed",67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000642139457581023,15,0.000462734452122409,12,0.000440415458582596,7,0.00030690985619081,16,0.000514502540356293,11,0.000319257001886519,14,0.000347084490281634,30,0.000942329438371655
"140","AUS","Oceania","Australia","2020-05-18",7045,9,98,0,276.276,0.353,3.843,0,1062034,19908,41.649,0.781,29559,1.159,"tests performed",67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000452079566003617,12,0.000440415458582596,7,0.00030690985619081,16,0.000514502540356293,11,0.000319257001886519,14,0.000347084490281634,30,0.000942329438371655,17,0.000642139457581023
"141","AUS","Oceania","Australia","2020-05-19",7060,15,99,1,276.864,0.588,3.882,0.039,1085870,23836,42.583,0.935,29706,1.165,"tests performed",67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000629300218157409,7,0.00030690985619081,16,0.000514502540356293,11,0.000319257001886519,14,0.000347084490281634,30,0.000942329438371655,17,0.000642139457581023,9,0.000452079566003617
"142","AUS","Oceania","Australia","2020-05-20",7068,8,99,0,277.178,0.314,3.882,0,1111567,25697,43.591,1.008,28935,1.135,"tests performed",67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000311320387593883,16,0.000514502540356293,11,0.000319257001886519,14,0.000347084490281634,30,0.000942329438371655,17,0.000642139457581023,9,0.000452079566003617,15,0.000629300218157409
"143","AUS","Oceania","Australia","2020-05-21",7079,11,100,1,277.609,0.431,3.922,0.039,1137684,26117,44.615,1.024,27743,1.088,"tests performed",67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000421181605850595,11,0.000319257001886519,14,0.000347084490281634,30,0.000942329438371655,17,0.000642139457581023,9,0.000452079566003617,15,0.000629300218157409,8,0.000311320387593883
"144","AUS","Oceania","Australia","2020-05-22",7081,2,100,0,277.688,0.078,3.922,0,1170682,32998,45.909,1.294,26695,1.047,"tests performed",67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,6.06097339232681e-05,14,0.000347084490281634,30,0.000942329438371655,17,0.000642139457581023,9,0.000452079566003617,15,0.000629300218157409,8,0.000311320387593883,11,0.000421181605850595
"145","AUS","Oceania","Australia","2020-05-23",7095,14,101,1,278.237,0.549,3.961,0.039,1192262,21580,46.756,0.846,25230,0.989,"tests performed",67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000648748841519926,30,0.000942329438371655,17,0.000642139457581023,9,0.000452079566003617,15,0.000629300218157409,8,0.000311320387593883,11,0.000421181605850595,2,6.06097339232681e-05
"146","AUS","Oceania","Australia","2020-05-24",7106,11,102,1,278.668,0.431,4,0.039,1224795,32533,48.031,1.276,26096,1.023,"tests performed",67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000338118218424369,17,0.000642139457581023,9,0.000452079566003617,15,0.000629300218157409,8,0.000311320387593883,11,0.000421181605850595,2,6.06097339232681e-05,14,0.000648748841519926
"147","AUS","Oceania","Australia","2020-05-25",7109,3,102,0,278.786,0.118,4,0,1244200,19405,48.792,0.761,26024,1.021,"tests performed",65.28,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.00015459933006957,9,0.000452079566003617,15,0.000629300218157409,8,0.000311320387593883,11,0.000421181605850595,2,6.06097339232681e-05,14,0.000648748841519926,11,0.000338118218424369
"148","AUS","Oceania","Australia","2020-05-26",7118,9,102,0,279.139,0.353,4,0,1288223,44023,50.519,1.726,28908,1.134,"tests performed",65.28,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000204438588919428,15,0.000629300218157409,8,0.000311320387593883,11,0.000421181605850595,2,6.06097339232681e-05,14,0.000648748841519926,11,0.000338118218424369,3,0.00015459933006957
"149","AUS","Oceania","Australia","2020-05-27",7133,15,102,0,279.727,0.588,4,0,1338321,50098,52.483,1.965,32393,1.27,"tests performed",65.28,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000299413150225558,8,0.000311320387593883,11,0.000421181605850595,2,6.06097339232681e-05,14,0.000648748841519926,11,0.000338118218424369,3,0.00015459933006957,9,0.000204438588919428
"150","AUS","Oceania","Australia","2020-05-28",7139,6,102,0,279.962,0.235,4,0,1367444,29123,53.626,1.142,32823,1.287,"tests performed",65.28,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000206022731174673,11,0.000421181605850595,2,6.06097339232681e-05,14,0.000648748841519926,11,0.000338118218424369,3,0.00015459933006957,9,0.000204438588919428,15,0.000299413150225558
"151","AUS","Oceania","Australia","2020-05-29",7150,11,102,0,280.393,0.431,4,0,1397622,30178,54.809,1.183,32420,1.271,"tests performed",63.43,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.000364503943269932,2,6.06097339232681e-05,14,0.000648748841519926,11,0.000338118218424369,3,0.00015459933006957,9,0.000204438588919428,15,0.000299413150225558,6,0.000206022731174673
