"","iso_code","continent","location","date","total_cases","new_cases","total_deaths","new_deaths","total_cases_per_million","new_cases_per_million","total_deaths_per_million","new_deaths_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","pos_rate","tDay-7","pDay-7","tDay-6","pDay-6","tDay-5","pDay-5","tDay-4","pDay-4","tDay-3","pDay-3","tDay-2","pDay-2","tDay-1","pDay-1"
"1623","DEU","Europe","Germany","2020-06-09",184543,350,8711,37,2202.606,4.177,103.97,0.442,4802716.42857143,46510.7142857136,NA,NA,48083,0.574,"tests performed",51.39,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00752514781540362,213,0.00437261353838568,342,0.007020816103887,394,0.00808830861091076,507,0.0104080519434816,407,0.00835518173766654,301,0.00617913931950289,214,0.00460109037856098
"1633","DEU","Europe","Germany","2020-06-10",184861,318,8729,18,2206.401,3.795,104.185,0.215,4849227.14285714,46510.7142857146,NA,NA,47769,0.57,"tests performed",51.39,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.0068371343008523,342,0.007020816103887,394,0.00808830861091076,507,0.0104080519434816,407,0.00835518173766654,301,0.00617913931950289,214,0.00460109037856098,350,0.00752514781540362
"1643","DEU","Europe","Germany","2020-06-11",185416,555,8755,26,2213.025,6.624,104.495,0.31,4895737.85714286,46510.7142857146,NA,NA,47454,0.566,"tests performed",51.39,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.0119327343929969,394,0.00808830861091076,507,0.0104080519434816,407,0.00835518173766654,301,0.00617913931950289,214,0.00460109037856098,350,0.00752514781540362,318,0.0068371343008523
"1653","DEU","Europe","Germany","2020-06-12",185674,258,8763,8,2216.105,3.079,104.59,0.095,4942248.57142857,46510.7142857146,NA,NA,47140,0.563,"tests performed",51.39,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00554710896106885,507,0.0104080519434816,407,0.00835518173766654,301,0.00617913931950289,214,0.00460109037856098,350,0.00752514781540362,318,0.0068371343008523,555,0.0119327343929969
"1663","DEU","Europe","Germany","2020-06-13",186022,348,8781,18,2220.258,4.154,104.805,0.215,4988759.28571429,46510.7142857136,NA,NA,46825,0.559,"tests performed",51.39,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00748214697074418,407,0.00835518173766654,301,0.00617913931950289,214,0.00460109037856098,350,0.00752514781540362,318,0.0068371343008523,555,0.0119327343929969,258,0.00554710896106885
"1673","DEU","Europe","Germany","2020-06-14",186269,247,8787,6,2223.206,2.948,104.877,0.072,5035270,46510.7142857146,60.098,NA,46511,0.555,"tests performed",51.39,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00531060431544188,301,0.00617913931950289,214,0.00460109037856098,350,0.00752514781540362,318,0.0068371343008523,555,0.0119327343929969,258,0.00554710896106885,348,0.00748214697074418
"1683","DEU","Europe","Germany","2020-06-15",186461,192,8791,4,2225.498,2.292,104.925,0.048,5090171.57142857,54901.5714285718,NA,NA,47709,0.569,"tests performed",45.83,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.0034971676584849,214,0.00460109037856098,350,0.00752514781540362,318,0.0068371343008523,555,0.0119327343929969,258,0.00554710896106885,348,0.00748214697074418,247,0.00531060431544188
"1693","DEU","Europe","Germany","2020-06-16",186839,378,8800,9,2230.01,4.512,105.032,0.107,5145073.14285714,54901.5714285709,NA,NA,48908,0.584,"tests performed",45.83,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00688504882764226,350,0.00752514781540362,318,0.0068371343008523,555,0.0119327343929969,258,0.00554710896106885,348,0.00748214697074418,247,0.00531060431544188,192,0.0034971676584849
"1703","DEU","Europe","Germany","2020-06-17",187184,345,8830,30,2234.127,4.118,105.39,0.358,5199974.71428571,54901.5714285718,NA,NA,50107,0.598,"tests performed",45.83,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00628397313634005,318,0.0068371343008523,555,0.0119327343929969,258,0.00554710896106885,348,0.00748214697074418,247,0.00531060431544188,192,0.0034971676584849,378,0.00688504882764226
"1713","DEU","Europe","Germany","2020-06-18",187764,580,8856,26,2241.05,6.923,105.7,0.31,5254876.28571429,54901.5714285709,NA,NA,51305,0.612,"tests performed",49.54,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.0105643606350066,555,0.0119327343929969,258,0.00554710896106885,348,0.00748214697074418,247,0.00531060431544188,192,0.0034971676584849,378,0.00688504882764226,345,0.00628397313634005
"1723","DEU","Europe","Germany","2020-06-19",188534,770,8872,16,2250.24,9.19,105.891,0.191,5309777.85714286,54901.5714285718,NA,NA,52504,0.627,"tests performed",49.54,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.0140250994637155,258,0.00554710896106885,348,0.00748214697074418,247,0.00531060431544188,192,0.0034971676584849,378,0.00688504882764226,345,0.00628397313634005,580,0.0105643606350066
"1733","DEU","Europe","Germany","2020-06-20",189135,601,8882,10,2257.413,7.173,106.011,0.119,5364679.42857143,54901.5714285709,NA,NA,53703,0.641,"tests performed",49.54,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.0109468633476534,348,0.00748214697074418,247,0.00531060431544188,192,0.0034971676584849,378,0.00688504882764226,345,0.00628397313634005,580,0.0105643606350066,770,0.0140250994637155
"1743","DEU","Europe","Germany","2020-06-21",189822,687,8882,0,2265.613,8.2,106.011,0,5419581,54901.5714285718,64.685,NA,54902,0.655,"tests performed",49.54,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.0125133030280163,247,0.00531060431544188,192,0.0034971676584849,378,0.00688504882764226,345,0.00628397313634005,580,0.0105643606350066,770,0.0140250994637155,601,0.0109468633476534
"1753","DEU","Europe","Germany","2020-06-22",190359,537,8885,3,2272.022,6.409,106.047,0.036,5485715.57142857,66134.5714285718,NA,NA,56506,0.674,"tests performed",49.54,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00811980766489102,192,0.0034971676584849,378,0.00688504882764226,345,0.00628397313634005,580,0.0105643606350066,770,0.0140250994637155,601,0.0109468633476534,687,0.0125133030280163
"1763","DEU","Europe","Germany","2020-06-23",190862,503,8895,10,2278.026,6.004,106.166,0.119,5551850.14285714,66134.5714285709,NA,NA,58111,0.694,"tests performed",63.43,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00760570438629467,378,0.00688504882764226,345,0.00628397313634005,580,0.0105643606350066,770,0.0140250994637155,601,0.0109468633476534,687,0.0125133030280163,537,0.00811980766489102
"1773","DEU","Europe","Germany","2020-06-24",191449,587,8914,19,2285.032,7.006,106.393,0.227,5617984.71428571,66134.5714285718,NA,NA,59716,0.713,"tests performed",63.43,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00887584189812109,345,0.00628397313634005,580,0.0105643606350066,770,0.0140250994637155,601,0.0109468633476534,687,0.0125133030280163,537,0.00811980766489102,503,0.00760570438629467
"1783","DEU","Europe","Germany","2020-06-25",192079,630,8927,13,2292.551,7.519,106.548,0.155,5684119.28571429,66134.5714285709,NA,NA,61320,0.732,"tests performed",68.98,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00952603133869909,580,0.0105643606350066,770,0.0140250994637155,601,0.0109468633476534,687,0.0125133030280163,537,0.00811980766489102,503,0.00760570438629467,587,0.00887584189812109
"1793","DEU","Europe","Germany","2020-06-26",192556,477,8948,21,2298.245,5.693,106.799,0.251,5750253.85714286,66134.5714285718,NA,NA,62925,0.751,"tests performed",68.98,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00721256658501493,770,0.0140250994637155,601,0.0109468633476534,687,0.0125133030280163,537,0.00811980766489102,503,0.00760570438629467,587,0.00887584189812109,630,0.00952603133869909
"1803","DEU","Europe","Germany","2020-06-27",193243,687,8954,6,2306.444,8.2,106.87,0.072,5816388.42857143,66134.5714285709,NA,NA,64530,0.77,"tests performed",68.98,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.0103879103645814,601,0.0109468633476534,687,0.0125133030280163,537,0.00811980766489102,503,0.00760570438629467,587,0.00887584189812109,630,0.00952603133869909,477,0.00721256658501493
"1813","DEU","Europe","Germany","2020-06-28",193499,256,8957,3,2309.5,3.055,106.906,0.036,5882523,66134.5714285718,70.211,NA,66135,0.789,"tests performed",68.98,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00387089527413799,687,0.0125133030280163,537,0.00811980766489102,503,0.00760570438629467,587,0.00887584189812109,630,0.00952603133869909,477,0.00721256658501493,687,0.0103879103645814
"1823","DEU","Europe","Germany","2020-06-29",193761,262,8961,4,2312.627,3.127,106.954,0.048,5953969,71446,NA,NA,66893,0.798,"tests performed",68.98,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00366710522632478,537,0.00811980766489102,503,0.00760570438629467,587,0.00887584189812109,630,0.00952603133869909,477,0.00721256658501493,687,0.0103879103645814,256,0.00387089527413799
"1833","DEU","Europe","Germany","2020-06-30",194259,498,8973,12,2318.571,5.944,107.097,0.143,6025415,71446,NA,NA,67652,0.807,"tests performed",68.98,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00697029924698374,503,0.00760570438629467,587,0.00887584189812109,630,0.00952603133869909,477,0.00721256658501493,687,0.0103879103645814,256,0.00387089527413799,262,0.00366710522632478
"1843","DEU","Europe","Germany","2020-07-01",194725,466,8985,12,2324.133,5.562,107.24,0.143,6096861,71446,NA,NA,68411,0.817,"tests performed",68.98,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00652240853231811,587,0.00887584189812109,630,0.00952603133869909,477,0.00721256658501493,687,0.0103879103645814,256,0.00387089527413799,262,0.00366710522632478,498,0.00697029924698374
"1853","DEU","Europe","Germany","2020-07-02",195228,503,8994,9,2330.136,6.004,107.348,0.107,6168307,71446,NA,NA,69170,0.826,"tests performed",68.98,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00704028217115024,630,0.00952603133869909,477,0.00721256658501493,687,0.0103879103645814,256,0.00387089527413799,262,0.00366710522632478,498,0.00697029924698374,466,0.00652240853231811
"1863","DEU","Europe","Germany","2020-07-03",195674,446,9003,9,2335.459,5.323,107.455,0.107,6239753,71446,NA,NA,69928,0.835,"tests performed",68.98,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.0062424768356521,477,0.00721256658501493,687,0.0103879103645814,256,0.00387089527413799,262,0.00366710522632478,498,0.00697029924698374,466,0.00652240853231811,503,0.00704028217115024
"1873","DEU","Europe","Germany","2020-07-04",196096,422,9010,7,2340.496,5.037,107.539,0.084,6311199,71446,NA,NA,70687,0.844,"tests performed",68.98,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00590655879965288,687,0.0103879103645814,256,0.00387089527413799,262,0.00366710522632478,498,0.00697029924698374,466,0.00652240853231811,503,0.00704028217115024,446,0.0062424768356521
"1883","DEU","Europe","Germany","2020-07-05",196335,239,9012,2,2343.349,2.853,107.562,0.024,6382645,71446,76.18,NA,71446,0.853,"tests performed",68.98,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00334518377515886,256,0.00387089527413799,262,0.00366710522632478,498,0.00697029924698374,466,0.00652240853231811,503,0.00704028217115024,446,0.0062424768356521,422,0.00590655879965288
"1893","DEU","Europe","Germany","2020-07-06",196554,219,9016,4,2345.963,2.614,107.61,0.048,6454730.14285714,72085.1428571427,NA,NA,71537,0.854,"tests performed",68.98,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.0030380740235753,262,0.00366710522632478,498,0.00697029924698374,466,0.00652240853231811,503,0.00704028217115024,446,0.0062424768356521,422,0.00590655879965288,239,0.00334518377515886
"1903","DEU","Europe","Germany","2020-07-07",196944,390,9024,8,2350.617,4.655,107.706,0.095,6526815.28571429,72085.1428571427,NA,NA,71629,0.855,"tests performed",53.24,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.0054102688091067,498,0.00697029924698374,466,0.00652240853231811,503,0.00704028217115024,446,0.0062424768356521,422,0.00590655879965288,239,0.00334518377515886,219,0.0030380740235753
"1913","DEU","Europe","Germany","2020-07-08",197341,397,9036,12,2355.356,4.738,107.849,0.143,6598900.42857143,72085.1428571427,NA,NA,71720,0.856,"tests performed",39.35,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.0055073761979881,466,0.00652240853231811,503,0.00704028217115024,446,0.0062424768356521,422,0.00590655879965288,239,0.00334518377515886,219,0.0030380740235753,390,0.0054102688091067
"1923","DEU","Europe","Germany","2020-07-09",197783,442,9048,12,2360.631,5.275,107.992,0.143,6670985.57142857,72085.1428571437,NA,NA,71811,0.857,"tests performed",39.35,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00613163798365418,503,0.00704028217115024,446,0.0062424768356521,422,0.00590655879965288,239,0.00334518377515886,219,0.0030380740235753,390,0.0054102688091067,397,0.0055073761979881
"1933","DEU","Europe","Germany","2020-07-10",198178,395,9054,6,2365.346,4.715,108.064,0.072,6743070.71428571,72085.1428571427,NA,NA,71903,0.858,"tests performed",39.35,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00547963122973627,446,0.0062424768356521,422,0.00590655879965288,239,0.00334518377515886,219,0.0030380740235753,390,0.0054102688091067,397,0.0055073761979881,442,0.00613163798365418
"1943","DEU","Europe","Germany","2020-07-11",198556,378,9060,6,2369.857,4.512,108.135,0.072,6815155.85714286,72085.1428571427,NA,NA,71994,0.859,"tests performed",39.35,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00524379899959573,422,0.00590655879965288,239,0.00334518377515886,219,0.0030380740235753,390,0.0054102688091067,397,0.0055073761979881,442,0.00613163798365418,395,0.00547963122973627
"1953","DEU","Europe","Germany","2020-07-12",198804,248,9063,3,2372.817,2.96,108.171,0.036,6887241,72085.1428571427,82.202,NA,72085,0.86,"tests performed",39.35,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00344037606322683,239,0.00334518377515886,219,0.0030380740235753,390,0.0054102688091067,397,0.0055073761979881,442,0.00613163798365418,395,0.00547963122973627,378,0.00524379899959573
"1963","DEU","Europe","Germany","2020-07-13",198963,159,9064,1,2374.715,1.898,108.183,0.012,6963179.71428571,75938.7142857146,NA,NA,72636,0.867,"tests performed",39.35,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00209379367948966,219,0.0030380740235753,390,0.0054102688091067,397,0.0055073761979881,442,0.00613163798365418,395,0.00547963122973627,378,0.00524379899959573,248,0.00344037606322683
"1973","DEU","Europe","Germany","2020-07-14",198963,0,9064,0,2374.715,0,108.183,0,7039118.42857143,75938.7142857136,NA,NA,73186,0.874,"tests performed",39.35,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0,390,0.0054102688091067,397,0.0055073761979881,442,0.00613163798365418,395,0.00547963122973627,378,0.00524379899959573,248,0.00344037606322683,159,0.00209379367948966
"1983","DEU","Europe","Germany","2020-07-15",199726,763,9071,7,2383.822,9.107,108.267,0.084,7115057.14285714,75938.7142857146,NA,NA,73737,0.88,"tests performed",39.35,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.0100475759588089,397,0.0055073761979881,442,0.00613163798365418,395,0.00547963122973627,378,0.00524379899959573,248,0.00344037606322683,159,0.00209379367948966,0,0
"1993","DEU","Europe","Germany","2020-07-16",200260,534,9078,7,2390.195,6.374,108.35,0.084,7190995.85714286,75938.7142857146,NA,NA,74287,0.887,"tests performed",39.35,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00703198631979545,442,0.00613163798365418,395,0.00547963122973627,378,0.00524379899959573,248,0.00344037606322683,159,0.00209379367948966,0,0,763,0.0100475759588089
"2003","DEU","Europe","Germany","2020-07-17",200843,583,9082,4,2397.154,6.958,108.398,0.048,7266934.57142857,75938.7142857146,NA,NA,74838,0.893,"tests performed",39.35,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00767724349146207,395,0.00547963122973627,378,0.00524379899959573,248,0.00344037606322683,159,0.00209379367948966,0,0,763,0.0100475759588089,534,0.00703198631979545
"2013","DEU","Europe","Germany","2020-07-18",201372,529,9083,1,2403.468,6.314,108.41,0.012,7342873.28571429,75938.7142857136,NA,NA,75388,0.9,"tests performed",39.35,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00696614375125812,378,0.00524379899959573,248,0.00344037606322683,159,0.00209379367948966,0,0,763,0.0100475759588089,534,0.00703198631979545,583,0.00767724349146207
"2023","DEU","Europe","Germany","2020-07-19",201574,202,9084,1,2405.879,2.411,108.422,0.012,7418812,75938.7142857146,88.547,NA,75939,0.906,"tests performed",39.35,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.00266003976891139,248,0.00344037606322683,159,0.00209379367948966,0,0,763,0.0100475759588089,534,0.00703198631979545,583,0.00767724349146207,529,0.00696614375125812
"63","ITA","Europe","Italy","2020-03-02",1689,561,35,6,27.935,9.279,0.579,0.099,23345,2218,0.386,0.037,2717,0.045,"tests performed",69.91,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.252930568079351,53,0.0122571692876966,97,0.0225633868341475,93,0.0964730290456432,78,0.0321384425216316,250,0.0679163270850312,238,0.0802427511800405,240,0.097323600973236
"64","ITA","Europe","Italy","2020-03-03",2036,347,52,17,33.674,5.739,0.86,0.281,25856,2511,0.428,0.042,2462,0.041,"tests performed",69.91,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.138191955396256,97,0.0225633868341475,93,0.0964730290456432,78,0.0321384425216316,250,0.0679163270850312,238,0.0802427511800405,240,0.097323600973236,561,0.252930568079351
"65","ITA","Europe","Italy","2020-03-04",2502,466,80,28,41.381,7.707,1.323,0.463,29837,3981,0.493,0.066,2893,0.048,"tests performed",74.54,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.117056016076363,93,0.0964730290456432,78,0.0321384425216316,250,0.0679163270850312,238,0.0802427511800405,240,0.097323600973236,561,0.252930568079351,347,0.138191955396256
"66","ITA","Europe","Italy","2020-03-05",3089,587,107,27,51.09,9.709,1.77,0.447,32362,2525,0.535,0.042,2907,0.048,"tests performed",74.54,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.232475247524752,78,0.0321384425216316,250,0.0679163270850312,238,0.0802427511800405,240,0.097323600973236,561,0.252930568079351,347,0.138191955396256,466,0.117056016076363
"67","ITA","Europe","Italy","2020-03-06",3858,769,148,41,63.809,12.719,2.448,0.678,36359,3997,0.601,0.066,2952,0.049,"tests performed",74.54,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.192394295721791,250,0.0679163270850312,238,0.0802427511800405,240,0.097323600973236,561,0.252930568079351,347,0.138191955396256,466,0.117056016076363,587,0.232475247524752
"68","ITA","Europe","Italy","2020-03-07",4636,778,197,49,76.676,12.868,3.258,0.81,42062,5703,0.696,0.094,3343,0.055,"tests performed",74.54,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.136419428371033,238,0.0802427511800405,240,0.097323600973236,561,0.252930568079351,347,0.138191955396256,466,0.117056016076363,587,0.232475247524752,769,0.192394295721791
"691","ITA","Europe","Italy","2020-03-08",5883,1247,233,36,97.301,20.625,3.854,0.595,49937,7875,0.826,0.13,4116,0.068,"tests performed",74.54,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.158349206349206,240,0.097323600973236,561,0.252930568079351,347,0.138191955396256,466,0.117056016076363,587,0.232475247524752,769,0.192394295721791,778,0.136419428371033
"701","ITA","Europe","Italy","2020-03-09",7375,1492,366,133,121.978,24.677,6.053,2.2,53826,3889,0.89,0.064,4354,0.072,"tests performed",74.54,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.38364618153767,561,0.252930568079351,347,0.138191955396256,466,0.117056016076363,587,0.232475247524752,769,0.192394295721791,778,0.136419428371033,1247,0.158349206349206
"711","ITA","Europe","Italy","2020-03-10",9172,1797,464,98,151.699,29.721,7.674,1.621,60761,6935,1.005,0.115,4986,0.082,"tests performed",82.41,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.259120403749099,347,0.138191955396256,466,0.117056016076363,587,0.232475247524752,769,0.192394295721791,778,0.136419428371033,1247,0.158349206349206,1492,0.38364618153767
"721","ITA","Europe","Italy","2020-03-11",10149,977,631,167,167.858,16.159,10.436,2.762,73154,12393,1.21,0.205,6188,0.102,"tests performed",85.19,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.0788348261115146,466,0.117056016076363,587,0.232475247524752,769,0.192394295721791,778,0.136419428371033,1247,0.158349206349206,1492,0.38364618153767,1797,0.259120403749099
"731","ITA","Europe","Italy","2020-03-12",12462,2313,827,196,206.114,38.256,13.678,3.242,86011,12857,1.423,0.213,7664,0.127,"tests performed",85.19,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.179901998911099,587,0.232475247524752,769,0.192394295721791,778,0.136419428371033,1247,0.158349206349206,1492,0.38364618153767,1797,0.259120403749099,977,0.0788348261115146
"741","ITA","Europe","Italy","2020-03-13",15113,2651,1016,189,249.959,43.846,16.804,3.126,97488,11477,1.612,0.19,8733,0.144,"tests performed",85.19,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.230983706543522,769,0.192394295721791,778,0.136419428371033,1247,0.158349206349206,1492,0.38364618153767,1797,0.259120403749099,977,0.0788348261115146,2313,0.179901998911099
"751","ITA","Europe","Italy","2020-03-14",17660,2547,1268,252,292.085,42.126,20.972,4.168,109170,11682,1.806,0.193,9587,0.159,"tests performed",85.19,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.218027734976888,778,0.136419428371033,1247,0.158349206349206,1492,0.38364618153767,1797,0.259120403749099,977,0.0788348261115146,2313,0.179901998911099,2651,0.230983706543522
"762","ITA","Europe","Italy","2020-03-15",21157,3497,1441,173,349.923,57.838,23.833,2.861,124899,15729,2.066,0.26,10709,0.177,"tests performed",85.19,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.222328183609893,1247,0.158349206349206,1492,0.38364618153767,1797,0.259120403749099,977,0.0788348261115146,2313,0.179901998911099,2651,0.230983706543522,2547,0.218027734976888
"772","ITA","Europe","Italy","2020-03-16",23980,2823,1811,370,396.614,46.691,29.953,6.12,137962,13063,2.282,0.216,12019,0.199,"tests performed",85.19,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.21610656051443,1492,0.38364618153767,1797,0.259120403749099,977,0.0788348261115146,2313,0.179901998911099,2651,0.230983706543522,2547,0.218027734976888,3497,0.222328183609893
"782","ITA","Europe","Italy","2020-03-17",27980,4000,2158,347,462.771,66.157,35.692,5.739,148657,10695,2.459,0.177,12557,0.208,"tests performed",85.19,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.37400654511454,1797,0.259120403749099,977,0.0788348261115146,2313,0.179901998911099,2651,0.230983706543522,2547,0.218027734976888,3497,0.222328183609893,2823,0.21610656051443
"792","ITA","Europe","Italy","2020-03-18",31506,3526,2505,347,521.089,58.318,41.431,5.739,165541,16884,2.738,0.279,13198,0.218,"tests performed",85.19,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.208836768538261,977,0.0788348261115146,2313,0.179901998911099,2651,0.230983706543522,2547,0.218027734976888,3497,0.222328183609893,2823,0.21610656051443,4000,0.37400654511454
"802","ITA","Europe","Italy","2020-03-19",35713,4207,2978,473,590.67,69.581,49.254,7.823,182777,17236,3.023,0.285,13824,0.229,"tests performed",85.19,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.244082153631933,2313,0.179901998911099,2651,0.230983706543522,2547,0.218027734976888,3497,0.222328183609893,2823,0.21610656051443,4000,0.37400654511454,3526,0.208836768538261
"812","ITA","Europe","Italy","2020-03-20",41035,5322,3407,429,678.693,88.022,56.35,7.095,206886,24109,3.422,0.399,15628,0.258,"tests performed",91.67,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.220747438715832,2651,0.230983706543522,2547,0.218027734976888,3497,0.222328183609893,2823,0.21610656051443,4000,0.37400654511454,3526,0.208836768538261,4207,0.244082153631933
"822","ITA","Europe","Italy","2020-03-21",47021,5986,4032,625,777.697,99.005,66.687,10.337,233222,26336,3.857,0.436,17722,0.293,"tests performed",91.67,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.227293438639125,2547,0.218027734976888,3497,0.222328183609893,2823,0.21610656051443,4000,0.37400654511454,3526,0.208836768538261,4207,0.244082153631933,5322,0.220747438715832
