"","date","cases","reports"
"137",2020-07-22,11907,10542
"138",2020-07-23,12280,10873
"139",2020-07-24,12664,11213
"140",2020-07-25,13059,11564
"141",2020-07-26,13467,11926
"142",2020-07-27,13888,12299
"143",2020-07-28,14322,12683
"144",2020-07-29,14769,13080
"145",2020-07-30,15229,13488
"146",2020-07-31,15704,13909
"147",2020-08-01,16194,14344
"148",2020-08-02,16698,14791
"149",2020-08-03,17218,15253
"150",2020-08-04,17754,15728
"151",2020-08-05,18306,16218
"152",2020-08-06,18876,16723
"153",2020-08-07,19462,17244
"154",2020-08-08,20067,17781
"155",2020-08-09,20689,18334
"156",2020-08-10,21331,18904
"157",2020-08-11,21993,19491
"158",2020-08-12,22674,20096
"159",2020-08-13,23376,20720
"160",2020-08-14,24099,21362
"161",2020-08-15,24844,22024
"162",2020-08-16,25612,22707
"163",2020-08-17,26403,23410
"164",2020-08-18,27217,24134
"165",2020-08-19,28056,24880
"166",2020-08-20,28920,25648
"167",2020-08-21,29810,26440
"168",2020-08-22,30727,27255
"169",2020-08-23,31671,28095
"170",2020-08-24,32643,28960
"171",2020-08-25,33644,29851
"172",2020-08-26,34675,30769
"173",2020-08-27,35736,31714
"174",2020-08-28,36828,32687
"175",2020-08-29,37953,33689
"176",2020-08-30,39111,34720
"177",2020-08-31,40302,35782
"178",2020-09-01,41529,36876
"179",2020-09-02,42791,38002
"180",2020-09-03,44090,39160
"181",2020-09-04,45427,40353
"182",2020-09-05,46802,41580
"183",2020-09-06,48217,42844
"184",2020-09-07,49673,44144
"185",2020-09-08,51171,45481
"186",2020-09-09,52711,46858
"187",2020-09-10,54296,48274
"188",2020-09-11,55925,49731
"189",2020-09-12,57600,51229
"190",2020-09-13,59323,52770
"191",2020-09-14,61094,54356
"192",2020-09-15,62914,55986
"193",2020-09-16,64786,57662
"194",2020-09-17,66709,59385
"195",2020-09-18,68685,61157
"196",2020-09-19,70716,62978
"197",2020-09-20,72802,64850
"198",2020-09-21,74945,66774
"199",2020-09-22,77146,68751
"200",2020-09-23,79407,70782
"201",2020-09-24,81728,72868
"202",2020-09-25,84111,75012
"203",2020-09-26,86557,77213
"204",2020-09-27,89068,79474
"205",2020-09-28,91645,81795
"206",2020-09-29,94288,84178
"207",2020-09-30,97000,86624
"208",2020-10-01,99782,89134
"209",2020-10-02,102635,91710
"210",2020-10-03,105559,94353
"211",2020-10-04,108558,97064
"212",2020-10-05,111631,99844
"213",2020-10-06,114779,102696
"214",2020-10-07,118006,105619
"215",2020-10-08,121310,108616
"216",2020-10-09,124694,111687
"217",2020-10-10,128158,114833
"218",2020-10-11,131705,118057
"219",2020-10-12,135334,121359
"220",2020-10-13,139047,124739
"221",2020-10-14,142845,128201
"222",2020-10-15,146728,131743
"223",2020-10-16,150698,135368
"224",2020-10-17,154755,139077
"225",2020-10-18,158901,142870
"226",2020-10-19,163135,146748
"227",2020-10-20,167459,150713
"228",2020-10-21,171873,154764
"229",2020-10-22,176377,158903
"230",2020-10-23,180972,163130
"231",2020-10-24,185657,167446
"232",2020-10-25,190434,171852
"233",2020-10-26,195302,176347
"234",2020-10-27,200261,180933
"235",2020-10-28,205310,185609
"236",2020-10-29,210450,190375
"237",2020-10-30,215680,195231
"238",2020-10-31,220999,200178
"239",2020-11-01,226407,205215
"240",2020-11-02,231903,210342
"241",2020-11-03,237485,215558
"242",2020-11-04,243152,220862
"243",2020-11-05,248902,226255
"244",2020-11-06,254735,231734
"245",2020-11-07,260649,237298
"246",2020-11-08,266640,242947
"247",2020-11-09,272708,248679
"248",2020-11-10,278849,254492
"249",2020-11-11,285061,260384
"250",2020-11-12,291342,266354
"251",2020-11-13,297687,272399
"252",2020-11-14,304094,278517
"253",2020-11-15,310560,284704
"254",2020-11-16,317079,290959
"255",2020-11-17,323650,297278
"256",2020-11-18,330266,303658
"257",2020-11-19,336924,310095
"258",2020-11-20,343619,316586
"259",2020-11-21,350347,323126
"260",2020-11-22,357101,329711
"261",2020-11-23,363876,336337
"262",2020-11-24,370668,342999
"263",2020-11-25,377469,349693
"264",2020-11-26,384274,356412
"265",2020-11-27,391077,363153
"266",2020-11-28,397870,369908
"267",2020-11-29,404648,376673
"268",2020-11-30,411403,383440
"269",2020-12-01,418129,390205
"270",2020-12-02,424817,396960
"271",2020-12-03,431461,403699
"272",2020-12-04,438053,410415
"273",2020-12-05,444586,417102
"274",2020-12-06,451051,423751
"275",2020-12-07,457440,430355
"276",2020-12-08,463747,436907
"277",2020-12-09,469962,443400
"278",2020-12-10,476078,449826
"279",2020-12-11,482086,456177
"280",2020-12-12,487979,462445
"281",2020-12-13,493748,468622
"282",2020-12-14,499386,474701
"283",2020-12-15,504885,480673
"284",2020-12-16,510236,486530
"285",2020-12-17,515433,492265
"286",2020-12-18,520466,497870
"287",2020-12-19,525330,503336
"288",2020-12-20,530017,508657
"289",2020-12-21,534520,513825
"290",2020-12-22,538832,518831
"291",2020-12-23,542947,523670
"292",2020-12-24,546859,528333
"293",2020-12-25,550561,532815
"294",2020-12-26,554048,537108
"295",2020-12-27,557314,541206
"296",2020-12-28,560356,545103
"297",2020-12-29,563168,548793
"298",2020-12-30,565747,552271
"299",2020-12-31,568088,555531
"300",2021-01-01,570188,558568
"301",2021-01-02,572045,561379
"302",2021-01-03,573656,563960
"303",2021-01-04,575019,566305
"304",2021-01-05,576132,568413
"305",2021-01-06,576995,570280
"306",2021-01-07,577607,571905
"307",2021-01-08,577967,573284
"308",2021-01-09,578077,574417
"309",2021-01-10,577936,575302
"310",2021-01-11,577546,575940
"311",2021-01-12,576909,576328
"312",2021-01-13,576027,576469
"313",2021-01-14,574902,576362
"314",2021-01-15,573537,576009
"315",2021-01-16,571935,575411
"316",2021-01-17,570100,574570
"317",2021-01-18,568037,573489
"318",2021-01-19,565749,572170
"319",2021-01-20,563241,570616
"320",2021-01-21,560519,568832
"321",2021-01-22,557588,566821
"322",2021-01-23,554452,564587
"323",2021-01-24,551119,562136
"324",2021-01-25,547594,559470
"325",2021-01-26,543884,556597
"326",2021-01-27,539994,553522
"327",2021-01-28,535933,550249
"328",2021-01-29,531705,546786
"329",2021-01-30,527320,543137
"330",2021-01-31,522782,539311
"331",2021-02-01,518101,535312
"332",2021-02-02,513282,531148
"333",2021-02-03,508333,526826
"334",2021-02-04,503261,522352
"335",2021-02-05,498073,517734
"336",2021-02-06,492778,512977
"337",2021-02-07,487381,508091
"338",2021-02-08,481890,503081
"339",2021-02-09,476312,497954
"340",2021-02-10,470654,492718
"341",2021-02-11,464923,487381
"342",2021-02-12,459126,481948
"343",2021-02-13,453269,476427
"344",2021-02-14,447359,470824
"345",2021-02-15,441403,465148
"346",2021-02-16,435406,459403
"347",2021-02-17,429375,453598
"348",2021-02-18,423316,447738
"349",2021-02-19,417234,441830
"350",2021-02-20,411135,435879
"351",2021-02-21,405025,429893
"352",2021-02-22,398908,423877
"353",2021-02-23,392790,417837
"354",2021-02-24,386676,411777
"355",2021-02-25,380571,405705
"356",2021-02-26,374478,399625
"357",2021-02-27,368402,393541
"358",2021-02-28,362348,387460
"359",2021-03-01,356318,381385
"360",2021-03-02,350318,375321
"361",2021-03-03,344350,369272
"362",2021-03-04,338418,363243
"363",2021-03-05,332525,357237
"364",2021-03-06,326673,351259
"365",2021-03-07,320867,345311
"366",2021-03-08,315108,339398
"367",2021-03-09,309398,333521
"368",2021-03-10,303741,327686
"369",2021-03-11,298139,321893
"370",2021-03-12,292592,316146
"371",2021-03-13,287104,310448
"372",2021-03-14,281676,304801
"373",2021-03-15,276309,299206
"374",2021-03-16,271005,293667
"375",2021-03-17,265765,288184
"376",2021-03-18,260590,282761
"377",2021-03-19,255482,277397
"378",2021-03-20,250440,272095
"379",2021-03-21,245467,266857
"380",2021-03-22,240563,261682
"381",2021-03-23,235728,256573
"382",2021-03-24,230963,251530
"383",2021-03-25,226267,246554
"384",2021-03-26,221643,241647
"385",2021-03-27,217089,236807
"386",2021-03-28,212606,232037
"387",2021-03-29,208194,227336
"388",2021-03-30,203852,222705
"389",2021-03-31,199582,218144
"390",2021-04-01,195382,213654
"391",2021-04-02,191253,209234
"392",2021-04-03,187194,204884
"393",2021-04-04,183204,200604
"394",2021-04-05,179285,196395
"395",2021-04-06,175434,192255
"396",2021-04-07,171652,188186
"397",2021-04-08,167938,184186
"398",2021-04-09,164292,180255
"399",2021-04-10,160712,176393
"400",2021-04-11,157199,172600
"401",2021-04-12,153752,168874
"402",2021-04-13,150370,165216
"403",2021-04-14,147052,161624
"404",2021-04-15,143798,158099
"405",2021-04-16,140607,154639
"406",2021-04-17,137478,151244
"407",2021-04-18,134410,147914
"408",2021-04-19,131403,144647
"409",2021-04-20,128456,141443
"410",2021-04-21,125568,138301
"411",2021-04-22,122738,135221
"412",2021-04-23,119965,132201
"413",2021-04-24,117249,129241
"414",2021-04-25,114588,126340
"415",2021-04-26,111983,123497
"416",2021-04-27,109431,120711
"417",2021-04-28,106933,117982
"418",2021-04-29,104487,115309
"419",2021-04-30,102092,112691
"420",2021-05-01,99748,110127
"421",2021-05-02,97453,107616
"422",2021-05-03,95207,105157
"423",2021-05-04,93010,102750
"424",2021-05-05,90860,100394
"425",2021-05-06,88755,98087
"426",2021-05-07,86697,95830
"427",2021-05-08,84683,93620
"428",2021-05-09,82713,91458
"429",2021-05-10,80786,89343
"430",2021-05-11,78902,87273
"431",2021-05-12,77059,85248
"432",2021-05-13,75256,83267
"433",2021-05-14,73494,81329
"434",2021-05-15,71770,79433
"435",2021-05-16,70085,77580
"436",2021-05-17,68438,75767
"437",2021-05-18,66828,73994
"438",2021-05-19,65253,72260
"439",2021-05-20,63714,70565
"440",2021-05-21,62210,68908
"441",2021-05-22,60740,67287
"442",2021-05-23,59303,65703
"443",2021-05-24,57899,64155
