"","date","cases","reports"
"137",2020-07-22,2537,2449
"138",2020-07-23,2559,2470
"139",2020-07-24,2581,2492
"140",2020-07-25,2603,2513
"141",2020-07-26,2626,2535
"142",2020-07-27,2649,2557
"143",2020-07-28,2672,2579
"144",2020-07-29,2695,2602
"145",2020-07-30,2718,2624
"146",2020-07-31,2741,2647
"147",2020-08-01,2765,2670
"148",2020-08-02,2789,2693
"149",2020-08-03,2813,2716
"150",2020-08-04,2837,2740
"151",2020-08-05,2862,2763
"152",2020-08-06,2887,2787
"153",2020-08-07,2912,2811
"154",2020-08-08,2937,2835
"155",2020-08-09,2962,2860
"156",2020-08-10,2988,2885
"157",2020-08-11,3013,2910
"158",2020-08-12,3039,2935
"159",2020-08-13,3066,2960
"160",2020-08-14,3092,2986
"161",2020-08-15,3119,3011
"162",2020-08-16,3146,3037
"163",2020-08-17,3173,3063
"164",2020-08-18,3200,3090
"165",2020-08-19,3228,3117
"166",2020-08-20,3255,3143
"167",2020-08-21,3283,3170
"168",2020-08-22,3312,3198
"169",2020-08-23,3340,3225
"170",2020-08-24,3369,3253
"171",2020-08-25,3398,3281
"172",2020-08-26,3427,3309
"173",2020-08-27,3457,3338
"174",2020-08-28,3486,3367
"175",2020-08-29,3516,3395
"176",2020-08-30,3546,3425
"177",2020-08-31,3577,3454
"178",2020-09-01,3608,3484
"179",2020-09-02,3639,3514
"180",2020-09-03,3670,3544
"181",2020-09-04,3701,3574
"182",2020-09-05,3733,3605
"183",2020-09-06,3765,3636
"184",2020-09-07,3797,3667
"185",2020-09-08,3830,3699
"186",2020-09-09,3863,3730
"187",2020-09-10,3896,3762
"188",2020-09-11,3929,3795
"189",2020-09-12,3963,3827
"190",2020-09-13,3997,3860
"191",2020-09-14,4031,3893
"192",2020-09-15,4065,3926
"193",2020-09-16,4100,3960
"194",2020-09-17,4135,3994
"195",2020-09-18,4170,4028
"196",2020-09-19,4206,4062
"197",2020-09-20,4242,4097
"198",2020-09-21,4278,4132
"199",2020-09-22,4315,4168
"200",2020-09-23,4352,4203
"201",2020-09-24,4389,4239
"202",2020-09-25,4426,4275
"203",2020-09-26,4464,4312
"204",2020-09-27,4502,4349
"205",2020-09-28,4540,4386
"206",2020-09-29,4579,4423
"207",2020-09-30,4618,4461
"208",2020-10-01,4657,4499
"209",2020-10-02,4697,4537
"210",2020-10-03,4737,4576
"211",2020-10-04,4777,4615
"212",2020-10-05,4818,4654
"213",2020-10-06,4859,4694
"214",2020-10-07,4900,4734
"215",2020-10-08,4942,4774
"216",2020-10-09,4984,4814
"217",2020-10-10,5026,4855
"218",2020-10-11,5068,4897
"219",2020-10-12,5111,4938
"220",2020-10-13,5155,4980
"221",2020-10-14,5198,5022
"222",2020-10-15,5242,5065
"223",2020-10-16,5287,5108
"224",2020-10-17,5332,5151
"225",2020-10-18,5377,5195
"226",2020-10-19,5422,5239
"227",2020-10-20,5468,5283
"228",2020-10-21,5514,5328
"229",2020-10-22,5561,5373
"230",2020-10-23,5608,5418
"231",2020-10-24,5655,5464
"232",2020-10-25,5703,5510
"233",2020-10-26,5751,5557
"234",2020-10-27,5800,5604
"235",2020-10-28,5848,5651
"236",2020-10-29,5898,5699
"237",2020-10-30,5947,5747
"238",2020-10-31,5997,5795
"239",2020-11-01,6048,5844
"240",2020-11-02,6099,5894
"241",2020-11-03,6150,5943
"242",2020-11-04,6202,5993
"243",2020-11-05,6254,6044
"244",2020-11-06,6306,6094
"245",2020-11-07,6359,6146
"246",2020-11-08,6413,6197
"247",2020-11-09,6466,6249
"248",2020-11-10,6520,6302
"249",2020-11-11,6575,6355
"250",2020-11-12,6630,6408
"251",2020-11-13,6686,6462
"252",2020-11-14,6742,6516
"253",2020-11-15,6798,6570
"254",2020-11-16,6855,6626
"255",2020-11-17,6912,6681
"256",2020-11-18,6970,6737
"257",2020-11-19,7028,6793
"258",2020-11-20,7086,6850
"259",2020-11-21,7145,6907
"260",2020-11-22,7205,6965
"261",2020-11-23,7265,7023
"262",2020-11-24,7325,7081
"263",2020-11-25,7386,7140
"264",2020-11-26,7448,7200
"265",2020-11-27,7510,7260
"266",2020-11-28,7572,7320
"267",2020-11-29,7635,7381
"268",2020-11-30,7698,7443
"269",2020-12-01,7762,7504
"270",2020-12-02,7826,7567
"271",2020-12-03,7891,7630
"272",2020-12-04,7957,7693
"273",2020-12-05,8022,7757
"274",2020-12-06,8089,7821
"275",2020-12-07,8155,7886
"276",2020-12-08,8223,7951
"277",2020-12-09,8291,8017
"278",2020-12-10,8359,8083
"279",2020-12-11,8428,8150
"280",2020-12-12,8497,8217
"281",2020-12-13,8567,8285
"282",2020-12-14,8638,8353
"283",2020-12-15,8709,8422
"284",2020-12-16,8780,8491
"285",2020-12-17,8853,8561
"286",2020-12-18,8925,8632
"287",2020-12-19,8998,8703
"288",2020-12-20,9072,8774
"289",2020-12-21,9146,8846
"290",2020-12-22,9221,8919
"291",2020-12-23,9297,8992
"292",2020-12-24,9373,9066
"293",2020-12-25,9449,9140
"294",2020-12-26,9526,9215
"295",2020-12-27,9604,9290
"296",2020-12-28,9682,9366
"297",2020-12-29,9761,9443
"298",2020-12-30,9841,9520
"299",2020-12-31,9921,9597
"300",2021-01-01,10001,9676
"301",2021-01-02,10083,9754
"302",2021-01-03,10164,9834
"303",2021-01-04,10247,9914
"304",2021-01-05,10330,9994
"305",2021-01-06,10414,10076
"306",2021-01-07,10498,10157
"307",2021-01-08,10583,10240
"308",2021-01-09,10668,10323
"309",2021-01-10,10754,10406
"310",2021-01-11,10841,10490
"311",2021-01-12,10928,10575
"312",2021-01-13,11016,10661
"313",2021-01-14,11105,10747
"314",2021-01-15,11194,10833
"315",2021-01-16,11284,10921
"316",2021-01-17,11375,11009
"317",2021-01-18,11466,11097
"318",2021-01-19,11558,11186
"319",2021-01-20,11650,11276
"320",2021-01-21,11744,11367
"321",2021-01-22,11837,11458
"322",2021-01-23,11932,11550
"323",2021-01-24,12027,11642
"324",2021-01-25,12123,11735
"325",2021-01-26,12220,11829
"326",2021-01-27,12317,11924
"327",2021-01-28,12415,12019
"328",2021-01-29,12513,12114
"329",2021-01-30,12612,12211
"330",2021-01-31,12712,12308
"331",2021-02-01,12813,12406
"332",2021-02-02,12914,12504
"333",2021-02-03,13017,12604
"334",2021-02-04,13119,12703
"335",2021-02-05,13223,12804
"336",2021-02-06,13327,12905
"337",2021-02-07,13432,13007
"338",2021-02-08,13537,13110
"339",2021-02-09,13644,13213
"340",2021-02-10,13751,13318
"341",2021-02-11,13859,13422
"342",2021-02-12,13967,13528
"343",2021-02-13,14076,13634
"344",2021-02-14,14186,13741
"345",2021-02-15,14297,13849
"346",2021-02-16,14409,13957
"347",2021-02-17,14521,14067
"348",2021-02-18,14634,14176
"349",2021-02-19,14748,14287
"350",2021-02-20,14862,14398
"351",2021-02-21,14977,14511
"352",2021-02-22,15093,14624
"353",2021-02-23,15210,14737
"354",2021-02-24,15328,14852
"355",2021-02-25,15446,14967
"356",2021-02-26,15565,15083
"357",2021-02-27,15685,15199
"358",2021-02-28,15805,15317
"359",2021-03-01,15927,15435
"360",2021-03-02,16049,15554
"361",2021-03-03,16172,15674
"362",2021-03-04,16296,15794
"363",2021-03-05,16420,15915
"364",2021-03-06,16545,16037
"365",2021-03-07,16671,16160
"366",2021-03-08,16798,16284
"367",2021-03-09,16926,16408
"368",2021-03-10,17055,16534
"369",2021-03-11,17184,16660
"370",2021-03-12,17314,16786
"371",2021-03-13,17445,16914
"372",2021-03-14,17577,17043
"373",2021-03-15,17709,17172
"374",2021-03-16,17843,17302
"375",2021-03-17,17977,17433
"376",2021-03-18,18112,17564
"377",2021-03-19,18247,17697
"378",2021-03-20,18384,17830
"379",2021-03-21,18522,17964
"380",2021-03-22,18660,18099
"381",2021-03-23,18799,18235
"382",2021-03-24,18939,18371
"383",2021-03-25,19080,18508
"384",2021-03-26,19221,18647
"385",2021-03-27,19364,18786
"386",2021-03-28,19507,18925
"387",2021-03-29,19651,19066
"388",2021-03-30,19796,19207
"389",2021-03-31,19941,19350
"390",2021-04-01,20088,19493
"391",2021-04-02,20235,19637
"392",2021-04-03,20384,19782
"393",2021-04-04,20533,19927
"394",2021-04-05,20683,20074
"395",2021-04-06,20834,20221
"396",2021-04-07,20985,20369
"397",2021-04-08,21138,20518
"398",2021-04-09,21291,20668
"399",2021-04-10,21445,20819
"400",2021-04-11,21600,20970
"401",2021-04-12,21756,21123
"402",2021-04-13,21913,21276
"403",2021-04-14,22070,21430
"404",2021-04-15,22228,21585
"405",2021-04-16,22388,21740
"406",2021-04-17,22548,21897
"407",2021-04-18,22709,22054
"408",2021-04-19,22870,22213
"409",2021-04-20,23033,22372
"410",2021-04-21,23196,22532
"411",2021-04-22,23360,22692
"412",2021-04-23,23526,22854
"413",2021-04-24,23692,23017
"414",2021-04-25,23858,23180
"415",2021-04-26,24026,23344
"416",2021-04-27,24194,23509
"417",2021-04-28,24364,23675
"418",2021-04-29,24534,23841
"419",2021-04-30,24705,24009
"420",2021-05-01,24876,24177
"421",2021-05-02,25049,24346
"422",2021-05-03,25222,24516
"423",2021-05-04,25397,24687
"424",2021-05-05,25572,24859
"425",2021-05-06,25748,25031
"426",2021-05-07,25924,25205
"427",2021-05-08,26102,25379
"428",2021-05-09,26280,25554
"429",2021-05-10,26459,25729
"430",2021-05-11,26639,25906
"431",2021-05-12,26820,26083
"432",2021-05-13,27002,26262
"433",2021-05-14,27184,26441
"434",2021-05-15,27367,26621
"435",2021-05-16,27551,26801
"436",2021-05-17,27736,26983
"437",2021-05-18,27921,27165
"438",2021-05-19,28108,27348
"439",2021-05-20,28295,27532
"440",2021-05-21,28483,27716
"441",2021-05-22,28671,27902
"442",2021-05-23,28861,28088
"443",2021-05-24,29051,28275
