"","param","lik"
"1",0.125,-427.000150199993
"2",0.124242424242424,-427.242337294286
"3",0.123484848484848,-426.877320530199
"4",0.122727272727273,-426.753566124344
"5",0.121969696969697,-427.09930793855
"6",0.121212121212121,-427.37487306358
"7",0.120454545454545,-426.933299010286
"8",0.11969696969697,-426.783150814442
"9",0.118939393939394,-427.004441217928
"10",0.118181818181818,-427.087355503314
"11",0.117424242424242,-427.129288960365
"12",0.116666666666667,-427.164420495625
"13",0.115909090909091,-426.390058048595
"14",0.115151515151515,-426.743897773893
"15",0.114393939393939,-426.867886635693
"16",0.113636363636364,-426.556172044875
"17",0.112878787878788,-426.465484451674
"18",0.112121212121212,-427.005794264805
"19",0.111363636363636,-426.492853629179
"20",0.110606060606061,-426.749530382731
"21",0.109848484848485,-427.337547920936
"22",0.109090909090909,-426.901783199493
"23",0.108333333333333,-427.260110883194
"24",0.107575757575758,-426.936416984345
"25",0.106818181818182,-427.168652114402
"26",0.106060606060606,-426.502201167798
"27",0.10530303030303,-426.934956396462
"28",0.104545454545455,-426.95176007201
"29",0.103787878787879,-427.152193327137
"30",0.103030303030303,-426.658924852086
"31",0.102272727272727,-426.808197686576
"32",0.101515151515152,-426.433083287583
"33",0.100757575757576,-426.802518846478
"34",0.1,-426.269105169611
"35",0.0992424242424242,-426.757827514064
"36",0.0984848484848485,-426.676925308776
"37",0.0977272727272727,-426.762964611689
"38",0.096969696969697,-426.539708900979
"39",0.0962121212121212,-426.101945013454
"40",0.0954545454545455,-426.295950551405
"41",0.0946969696969697,-426.71195709276
"42",0.0939393939393939,-426.447473413721
"43",0.0931818181818182,-426.737637915781
"44",0.0924242424242424,-426.793745643041
"45",0.0916666666666667,-427.04010951768
"46",0.0909090909090909,-426.433160537491
"47",0.0901515151515151,-427.025204494054
"48",0.0893939393939394,-426.341810706011
"49",0.0886363636363636,-426.797162075116
"50",0.0878787878787879,-426.017687446224
"51",0.0871212121212121,-426.008724922265
"52",0.0863636363636364,-426.289129412589
"53",0.0856060606060606,-426.72974473632
"54",0.0848484848484848,-426.12784489583
"55",0.0840909090909091,-426.450271179805
"56",0.0833333333333333,-426.261531743765
"57",0.0825757575757576,-426.734862721997
"58",0.0818181818181818,-426.297910352951
"59",0.0810606060606061,-426.196800053362
"60",0.0803030303030303,-426.512346635182
"61",0.0795454545454545,-426.526168155874
"62",0.0787878787878788,-426.036987688093
"63",0.078030303030303,-426.398179711897
"64",0.0772727272727273,-425.942783878595
"65",0.0765151515151515,-425.939371868817
"66",0.0757575757575758,-426.275242509361
"67",0.075,-426.322657730471
"68",0.0742424242424242,-426.116012851696
"69",0.0734848484848485,-426.356315906632
"70",0.0727272727272727,-425.688331158638
"71",0.071969696969697,-426.579593112605
"72",0.0712121212121212,-425.672936493239
"73",0.0704545454545455,-426.295943862019
"74",0.0696969696969697,-426.539515008806
"75",0.0689393939393939,-426.620088215984
"76",0.0681818181818182,-426.481139453087
"77",0.0674242424242424,-426.592797755915
"78",0.0666666666666667,-425.870845005447
"79",0.0659090909090909,-426.467262381697
"80",0.0651515151515152,-425.811150765959
"81",0.0643939393939394,-425.992479040147
"82",0.0636363636363636,-426.060089025842
"83",0.0628787878787879,-425.682595565056
"84",0.0621212121212121,-426.117758900402
"85",0.0613636363636364,-426.375689516138
"86",0.0606060606060606,-425.992842792457
"87",0.0598484848484848,-426.487874198178
"88",0.0590909090909091,-426.247971563225
"89",0.0583333333333333,-426.076470197907
"90",0.0575757575757576,-426.113506971442
"91",0.0568181818181818,-426.16063635659
"92",0.0560606060606061,-426.081605197904
"93",0.0553030303030303,-425.943248274946
"94",0.0545454545454545,-426.235098794694
"95",0.0537878787878788,-426.036943274446
"96",0.053030303030303,-426.174614886341
"97",0.0522727272727273,-425.873494548354
"98",0.0515151515151515,-425.673230398636
"99",0.0507575757575758,-425.856557437131
"100",0.05,-426.177530096878
