"date","rt"
"2020-03-08","2.54022723724713"
"2020-03-09","2.52311675877429"
"2020-03-10","2.47115894293179"
"2020-03-11","2.56452654606252"
"2020-03-12","2.52840708514312"
"2020-03-13","2.51855740270194"
"2020-03-14","2.61514537357311"
"2020-03-15","2.65932556994627"
"2020-03-16","2.70288948514818"
"2020-03-17","2.68799745868187"
"2020-03-18","2.68783696766809"
"2020-03-19","2.67171099159153"
"2020-03-20","2.71507629653497"
"2020-03-21","2.70355637061129"
"2020-03-22","2.67959548050059"
"2020-03-23","2.61981475429096"
"2020-03-24","2.55405211581195"
"2020-03-25","2.42837467135199"
"2020-03-26","2.44219425287655"
"2020-03-27","2.50208340731482"
"2020-03-28","2.48616929991841"
"2020-03-29","2.55923899969495"
"2020-03-30","2.68362061655441"
"2020-03-31","2.82276128271499"
"2020-04-01","2.98708104701309"
"2020-04-02","3.1108718859486"
"2020-04-03","3.36966234109192"
"2020-04-04","3.52778060695771"
"2020-04-05","3.78966097293227"
"2020-04-06","3.86047715843174"
"2020-04-07","3.92328673002049"
"2020-04-08","4.08692581890912"
"2020-04-09","4.15200097294559"
"2020-04-10","4.12697729635866"
"2020-04-11","3.99360203736311"
"2020-04-12","3.97285435146556"
"2020-04-13","3.92200103724547"
"2020-04-14","3.8108489204984"
"2020-04-15","3.61617460332364"
"2020-04-16","3.41306529036863"
"2020-04-17","3.33497860658463"
"2020-04-18","3.1741431967202"
"2020-04-19","3.00353670278376"
"2020-04-20","2.91877001478332"
"2020-04-21","2.74376088266084"
"2020-04-22","2.61594617464843"
"2020-04-23","2.54290402930937"
"2020-04-24","2.48410470588553"
"2020-04-25","2.3631553784419"
"2020-04-26","2.25440973017618"
"2020-04-27","2.17836245304731"
"2020-04-28","2.08174579739283"
"2020-04-29","1.9430079354474"
"2020-04-30","1.93896660011419"
"2020-05-01","1.95097484046208"
"2020-05-02","1.88105048845982"
"2020-05-03","1.88223383467685"
"2020-05-04","1.80526926007527"
"2020-05-05","1.77682800686283"
"2020-05-06","1.72396160429854"
"2020-05-07","1.72026349245263"
"2020-05-08","1.72932394638637"
"2020-05-09","1.74426010535079"
"2020-05-10","1.77323249177223"
"2020-05-11","1.77077330829072"
"2020-05-12","1.70993576766203"
"2020-05-13","1.64017761360896"
"2020-05-14","1.66254313924529"
"2020-05-15","1.63433050729471"
"2020-05-16","1.67244386175193"
"2020-05-17","1.70621069292515"
"2020-05-18","1.6294471820154"
"2020-05-19","1.67099634214437"
"2020-05-20","1.70405479531656"
"2020-05-21","1.64906244359224"
"2020-05-22","1.68651805416227"
"2020-05-23","1.67954213122191"
"2020-05-24","1.69341655292631"
"2020-05-25","1.35473324234105"
"2020-05-26","1.35473324234105"
"2020-05-27","1.35473324234105"
"2020-05-28","1.35473324234105"
"2020-05-29","1.35473324234105"
"2020-05-30","1.35473324234105"
"2020-05-31","1.35473324234105"
"2020-06-01","1.35473324234105"
"2020-06-02","1.35473324234105"
"2020-06-03","1.35473324234105"
"2020-06-04","1.35473324234105"
"2020-06-05","1.35473324234105"
"2020-06-06","1.35473324234105"
"2020-06-07","1.35473324234105"
"2020-06-08","1.35473324234105"
"2020-06-09","1.35473324234105"
"2020-06-10","1.35473324234105"
"2020-06-11","1.35473324234105"
"2020-06-12","1.35473324234105"
"2020-06-13","1.35473324234105"
"2020-06-14","1.35473324234105"
"2020-06-15","1.35473324234105"
"2020-06-16","1.35473324234105"
"2020-06-17","1.35473324234105"
"2020-06-18","1.35473324234105"
"2020-06-19","1.35473324234105"
"2020-06-20","1.35473324234105"
"2020-06-21","1.35473324234105"
"2020-06-22","1.35473324234105"
"2020-06-23","1.35473324234105"
"2020-06-24","1.35473324234105"
"2020-06-25","1.35473324234105"
"2020-06-26","1.35473324234105"
"2020-06-27","1.35473324234105"
"2020-06-28","1.35473324234105"
"2020-06-29","1.35473324234105"
"2020-06-30","1.35473324234105"
"2020-07-01","1.35473324234105"
"2020-07-02","1.35473324234105"
"2020-07-03","1.35473324234105"
"2020-07-04","1.35473324234105"
"2020-07-05","1.35473324234105"
"2020-07-06","1.35473324234105"
"2020-07-07","1.35473324234105"
"2020-07-08","1.35473324234105"
"2020-07-09","1.35473324234105"
"2020-07-10","1.35473324234105"
"2020-07-11","1.35473324234105"
"2020-07-12","1.35473324234105"
"2020-07-13","1.35473324234105"
"2020-07-14","1.35473324234105"
"2020-07-15","1.35473324234105"
"2020-07-16","1.35473324234105"
"2020-07-17","1.35473324234105"
"2020-07-18","1.35473324234105"
"2020-07-19","1.35473324234105"
"2020-07-20","1.35473324234105"
"2020-07-21","1.35473324234105"
"2020-07-22","1.35473324234105"
"2020-07-23","1.35473324234105"
"2020-07-24","1.35473324234105"
"2020-07-25","1.35473324234105"
"2020-07-26","1.35473324234105"
"2020-07-27","1.35473324234105"
"2020-07-28","1.35473324234105"
"2020-07-29","1.35473324234105"
"2020-07-30","1.35473324234105"
"2020-07-31","1.35473324234105"
"2020-08-01","1.35473324234105"
"2020-08-02","1.35473324234105"
"2020-08-03","1.35473324234105"
"2020-08-04","1.35473324234105"
"2020-08-05","1.35473324234105"
"2020-08-06","1.35473324234105"
"2020-08-07","1.35473324234105"
"2020-08-08","1.35473324234105"
"2020-08-09","1.35473324234105"
"2020-08-10","1.35473324234105"
"2020-08-11","1.35473324234105"
"2020-08-12","1.35473324234105"
"2020-08-13","1.35473324234105"
"2020-08-14","1.35473324234105"
"2020-08-15","1.35473324234105"
"2020-08-16","1.35473324234105"
"2020-08-17","1.35473324234105"
"2020-08-18","1.35473324234105"
