"date","rt"
"2020-03-08","2.64865294696547"
"2020-03-09","2.74832404991876"
"2020-03-10","2.81433964542902"
"2020-03-11","2.85973430481175"
"2020-03-12","3.02571379671703"
"2020-03-13","3.05275898897123"
"2020-03-14","3.07231701785966"
"2020-03-15","3.12852054245114"
"2020-03-16","3.0424024814698"
"2020-03-17","3.10625806602997"
"2020-03-18","3.11372045623834"
"2020-03-19","2.9669489913472"
"2020-03-20","2.94504039278324"
"2020-03-21","2.80741975025841"
"2020-03-22","2.76389390703292"
"2020-03-23","2.82461977275561"
"2020-03-24","2.82493901673081"
"2020-03-25","2.66186046125364"
"2020-03-26","2.73632631937236"
"2020-03-27","2.79158902198061"
"2020-03-28","2.93535034359317"
"2020-03-29","2.81731264037973"
"2020-03-30","3.0431816057477"
"2020-03-31","3.22181238986064"
"2020-04-01","3.36320160643072"
"2020-04-02","3.61383410217584"
"2020-04-03","3.7596917534388"
"2020-04-04","3.95673412891762"
"2020-04-05","4.0104103474818"
"2020-04-06","4.1093855371585"
"2020-04-07","4.19401594855468"
"2020-04-08","4.08171170654497"
"2020-04-09","4.07467421656717"
"2020-04-10","3.98946120505598"
"2020-04-11","3.92453660356071"
"2020-04-12","3.90408898576095"
"2020-04-13","3.72969437272205"
"2020-04-14","3.55507801442232"
"2020-04-15","3.36335546504686"
"2020-04-16","3.12168786850616"
"2020-04-17","3.01035283527686"
"2020-04-18","2.87362395451199"
"2020-04-19","2.73833189409761"
"2020-04-20","2.66216907770907"
"2020-04-21","2.472202021731"
"2020-04-22","2.27592654710046"
"2020-04-23","2.25104768582839"
"2020-04-24","2.12637401181045"
"2020-04-25","2.09439176456877"
"2020-04-26","1.99062738763379"
"2020-04-27","1.96320668219347"
"2020-04-28","1.8919716599918"
"2020-04-29","1.86572985337154"
"2020-04-30","1.88445528829938"
"2020-05-01","1.80127708200858"
"2020-05-02","1.7441426565082"
"2020-05-03","1.77303330630766"
"2020-05-04","1.74158592302327"
"2020-05-05","1.70596194366748"
"2020-05-06","1.67809615851919"
"2020-05-07","1.71285278196587"
"2020-05-08","1.70914937277268"
"2020-05-09","1.67383941684398"
"2020-05-10","1.65845810392076"
"2020-05-11","1.65767854917793"
"2020-05-12","1.64405589996234"
"2020-05-13","1.61231794748303"
"2020-05-14","1.65530834440087"
"2020-05-15","1.58633767710705"
"2020-05-16","1.62791086090972"
"2020-05-17","1.56969894513333"
"2020-05-18","1.59776602705982"
"2020-05-19","1.6207854137285"
"2020-05-20","1.60454115084955"
"2020-05-21","1.60709263766086"
"2020-05-22","1.66418047297835"
"2020-05-23","1.58636269658848"
"2020-05-24","1.58235715138617"
"2020-05-25","1.58235715138617"
"2020-05-26","1.58235715138617"
"2020-05-27","1.58235715138617"
"2020-05-28","1.58235715138617"
"2020-05-29","1.58235715138617"
"2020-05-30","1.58235715138617"
"2020-05-31","1.58235715138617"
"2020-06-01","1.58235715138617"
"2020-06-02","1.58235715138617"
"2020-06-03","1.58235715138617"
"2020-06-04","1.58235715138617"
"2020-06-05","1.58235715138617"
"2020-06-06","1.58235715138617"
"2020-06-07","1.58235715138617"
"2020-06-08","1.58235715138617"
"2020-06-09","1.58235715138617"
"2020-06-10","1.58235715138617"
"2020-06-11","1.58235715138617"
"2020-06-12","1.58235715138617"
"2020-06-13","1.58235715138617"
"2020-06-14","1.58235715138617"
"2020-06-15","1.58235715138617"
"2020-06-16","1.58235715138617"
"2020-06-17","1.58235715138617"
"2020-06-18","1.58235715138617"
"2020-06-19","1.58235715138617"
"2020-06-20","1.58235715138617"
"2020-06-21","1.58235715138617"
"2020-06-22","1.58235715138617"
"2020-06-23","1.58235715138617"
"2020-06-24","1.58235715138617"
"2020-06-25","1.58235715138617"
"2020-06-26","1.58235715138617"
"2020-06-27","1.58235715138617"
"2020-06-28","1.58235715138617"
"2020-06-29","1.58235715138617"
"2020-06-30","1.58235715138617"
"2020-07-01","1.58235715138617"
"2020-07-02","1.58235715138617"
"2020-07-03","1.58235715138617"
"2020-07-04","1.58235715138617"
"2020-07-05","1.58235715138617"
"2020-07-06","1.58235715138617"
"2020-07-07","1.58235715138617"
"2020-07-08","1.58235715138617"
"2020-07-09","1.58235715138617"
"2020-07-10","1.58235715138617"
"2020-07-11","1.58235715138617"
"2020-07-12","1.58235715138617"
"2020-07-13","1.58235715138617"
"2020-07-14","1.58235715138617"
"2020-07-15","1.58235715138617"
"2020-07-16","1.58235715138617"
"2020-07-17","1.58235715138617"
"2020-07-18","1.58235715138617"
"2020-07-19","1.58235715138617"
"2020-07-20","1.58235715138617"
"2020-07-21","1.58235715138617"
"2020-07-22","1.58235715138617"
"2020-07-23","1.58235715138617"
"2020-07-24","1.58235715138617"
"2020-07-25","1.58235715138617"
"2020-07-26","1.58235715138617"
"2020-07-27","1.58235715138617"
"2020-07-28","1.58235715138617"
"2020-07-29","1.58235715138617"
"2020-07-30","1.58235715138617"
"2020-07-31","1.58235715138617"
"2020-08-01","1.58235715138617"
"2020-08-02","1.58235715138617"
"2020-08-03","1.58235715138617"
"2020-08-04","1.58235715138617"
"2020-08-05","1.58235715138617"
"2020-08-06","1.58235715138617"
"2020-08-07","1.58235715138617"
"2020-08-08","1.58235715138617"
"2020-08-09","1.58235715138617"
"2020-08-10","1.58235715138617"
"2020-08-11","1.58235715138617"
"2020-08-12","1.58235715138617"
"2020-08-13","1.58235715138617"
"2020-08-14","1.58235715138617"
"2020-08-15","1.58235715138617"
"2020-08-16","1.58235715138617"
"2020-08-17","1.58235715138617"
"2020-08-18","1.58235715138617"
